dataset,model,type,validation.rouge1,validation.rouge2,validation.rougeL,validation.rougeLsum,validation.bertscore_f1,validation.bertscore_precision,validation.bertscore_recall,test.rouge1,test.rouge2,test.rougeL,test.rougeLsum,test.bertscore_f1,test.bertscore_precision,test.bertscore_recall,test.total_time
xsum,opt-125m,grouped beam search,0.2928164378505669,0.09170247629181873,0.24143242249492813,0.24268585614637256,0.8863585223169888,0.8954281947192024,0.877722713877173,0.3053150702214157,0.10231359565083037,0.24419039627376782,0.24417187840605636,0.88138844652662,0.8925532240022733,0.8708401051655557,3970.746139526367
xsum,opt-125m,beam search top-k sampling,0.2966771805092441,0.09797107704203306,0.24184479343317017,0.24352205088282486,0.8854448865441715,0.8930005764260012,0.8782581984996796,0.3008149270107431,0.10148162767547085,0.2418240364836426,0.2417753347512156,0.8795033204324038,0.8895014362659269,0.8701171535022051,1760.1450679302216
xsum,opt-125m,beam search,0.29862875750320883,0.09447440889885445,0.24189908340420874,0.24289351024853106,0.8847456305634742,0.8929894963900248,0.8769314487775167,0.3037227725927599,0.10262864971764707,0.24319771520510652,0.2432089256325543,0.8814951823753061,0.8927723808948276,0.8708514992704669,3950.780125141144
xsum,opt-125m,beam search multinomial sampling,0.2915744080535716,0.0908901197037954,0.23217764305418973,0.23382530930790552,0.8832667306357739,0.8905686221870721,0.876358231493071,0.3007115369623835,0.10098043034279416,0.24155634806763787,0.24154403366797672,0.8795668547535406,0.8899197262409821,0.8698480584783461,2756.5736191272736
xsum,opt-125m,greedy decoding,0.2856300632595391,0.08463714171994839,0.22791029362785203,0.2293194528184031,0.8820889931099087,0.8873844696026222,0.8771114600639717,0.3007381569983473,0.09552521883956355,0.2380062918982863,0.2379944769226928,0.8777458559251526,0.8851365680139042,0.8708528728450387,577.2207663059235
xsum,opt-125m,contrastive search,0.2772372856926521,0.074945710798998,0.22150712601862832,0.2230810645420227,0.8801450589123894,0.885926379292619,0.8746850268513549,0.2951451590573152,0.08910469201965945,0.2326976504507779,0.23270912330741364,0.8762491275037376,0.8834459996512792,0.869540067830132,1615.2321124076843
xsum,opt-125m,multinomial sampling,0.2684534337663572,0.06464244254561213,0.206195346419408,0.20709049586999978,0.8760101935442757,0.878500739733378,0.8738238840710884,0.2755538559994532,0.07473020880944886,0.2139235784125485,0.21395464768259917,0.8716059235693182,0.8764888941605115,0.8671281789518097,1131.7140774726868
xsum,opt-125m,top-k sampling,0.26522974045885284,0.06607559354718381,0.20758511053677756,0.20812849199004885,0.8752494448540258,0.8785365153761471,0.8722095618060991,0.27054407923799234,0.07072817846790763,0.2086861743458791,0.20871623965572755,0.870635348269083,0.8752088465447565,0.8664543153128578,1136.3999435901642
xsum,opt-125m,top-p nucleus top-k sampling,0.2544073390897603,0.060342705261975146,0.19740273051593582,0.19760113296483328,0.8734682289993062,0.8754247853568956,0.8718241155147552,0.2669635956293971,0.06877287126835421,0.2050815078429602,0.2051431952005843,0.8705864566275217,0.8750704456475175,0.8664742973475781,635.8790106773376
xsum,opt-125m,top-p nucleus multinomial sampling,0.26026829586806366,0.0641689651659406,0.1954350968265767,0.19566663934849865,0.8724048815521539,0.8735017081101736,0.8716022156032861,0.26231421584237435,0.06391230085136788,0.20201442112475404,0.20208415305299543,0.8682725457022491,0.8722314747039555,0.8646878660708955,1186.2675330638885
xsum,opt-125m,truncation multinomial sampling,0.25393558298152086,0.057281595436483486,0.19712443722821638,0.19712890681612993,0.8690939130736333,0.8697197787901935,0.868685735206978,0.2585799794799939,0.06305619054474235,0.1985142274701681,0.1985207535597588,0.8675808077124716,0.8708624928263785,0.864658397638682,1189.9747388362885
xsum,opt-350m,beam search multinomial sampling,0.32100545295100247,0.10900487538754232,0.25963206994379284,0.2594651345892387,0.8909878391845554,0.900583614321316,0.8818978550387364,0.3239139688388307,0.11634769219194094,0.26088779294684095,0.26077419535376734,0.8867013473476021,0.8979292844915853,0.8760943527592039,8886.562768697739
xsum,opt-350m,grouped beam search,0.32112711562018087,0.10947589306054259,0.25682360652225905,0.25672521780648755,0.8902333191796845,0.8970587516532225,0.8837551778438044,0.3310878576059772,0.11986389624611553,0.26499207655429013,0.26493147125524696,0.8865660230337995,0.8952596089735771,0.8783939465735723,6932.331344127655
xsum,opt-350m,beam search,0.31294566211470776,0.10761403742095496,0.25289494544125635,0.25332659189835643,0.8897219761913898,0.8972749546462414,0.8825405993882347,0.3261867293433469,0.12142841655424969,0.26371225226480854,0.2637155350613915,0.8872702523226876,0.8976519262211994,0.8774746645538553,8638.131442546844
xsum,opt-350m,beam search top-k sampling,0.3088569737178242,0.0996229804988497,0.2468065413794,0.246812608248597,0.8883786183946273,0.8946226922904744,0.8824601179244471,0.32039806577485663,0.11102245213194725,0.25641353365642106,0.2562884726397672,0.8852130303625921,0.8936888217694551,0.877233795789839,4145.70534324646
xsum,opt-350m,contrastive search,0.3118840235872746,0.09849087799034922,0.24594890746492956,0.24534503997358953,0.8854945448099398,0.8904197572493086,0.8808998372040543,0.31955599010096136,0.10661950865056698,0.25277885472285966,0.25277452249509824,0.8825297323882001,0.8885470659293018,0.87695718691187,4039.2399141788483
xsum,opt-350m,greedy decoding,0.31045639621692944,0.09750137999521852,0.24266836188580623,0.24233436677587245,0.8848589956760406,0.8890291201133355,0.8809867688253814,0.31999799479421964,0.10661124553163603,0.25295802426168956,0.2529432564166041,0.8825337842830177,0.8885271133265449,0.8769881920096944,2377.0566322803497
xsum,opt-350m,top-p nucleus top-k sampling,0.30850922221041205,0.08998736943030715,0.23637636585727229,0.23621509511885375,0.8829451600710551,0.8859707181360207,0.88018653030489,0.3085088813628486,0.09785512044698225,0.24048600044988927,0.24045975780537399,0.8807303478359019,0.8859012351799938,0.8759603688728462,2083.081022500992
xsum,opt-350m,multinomial sampling,0.2931903050139967,0.08400157617176474,0.22797041061100773,0.22777197869578128,0.882533452090095,0.884423567383897,0.8808893590581184,0.29843032647215817,0.09140135908775203,0.2331237781591151,0.2331349295769734,0.8783929655968564,0.882696247228141,0.8744768192987997,2592.7935967445374
xsum,opt-350m,truncation multinomial sampling,0.2850405123717641,0.07624607893496649,0.22026940637361547,0.22092456037325253,0.8808143156416276,0.8839079270175859,0.8779739568046495,0.29752927789094413,0.08991644263012397,0.23077689054610667,0.23079072685793278,0.8783929154652994,0.8826175332821689,0.8745391457115562,2583.2758495807648
xsum,opt-350m,top-p nucleus multinomial sampling,0.2845943905765084,0.07804634913458525,0.22488986163476976,0.22418858679244863,0.8798680182765511,0.8815876198749916,0.8785031385281507,0.29303166969535943,0.08479768617358333,0.2285528188958285,0.22856292780266113,0.876426682964112,0.8806011169859507,0.8726388431868507,2475.702011346817
xsum,opt-350m,top-k sampling,0.26536586587645333,0.07774040896736373,0.2029612899778931,0.20296561164536742,0.8769554302972906,0.8761362351623236,0.8780660728613535,0.26335958039738316,0.06736257479116062,0.20145480646926434,0.201440143468329,0.869948426757044,0.8712640740512644,0.8689657103147321,2560.954545736313
xsum,opt-1.3b,beam search,0.38147348371868045,0.15672673854516656,0.3079071005382059,0.3064204923115255,0.9031276381483265,0.9103041729506325,0.8963195132274254,0.3811652164218837,0.16504759980894185,0.3115999253864775,0.31158344736574817,0.8988003770182433,0.9079591880608531,0.8901595597070397,10792.098149061203
xsum,opt-1.3b,grouped beam search,0.3752099205208005,0.15490270507754944,0.31449496022487583,0.3135651759843068,0.9026310268570396,0.909093288229961,0.8965176267951143,0.3789694601185444,0.16101426618106834,0.30868031396856577,0.3086592517252704,0.8991357969138228,0.9081086061591084,0.8906535722561253,15893.76622056961
xsum,opt-1.3b,beam search multinomial sampling,0.37734418600528896,0.15465453921862654,0.30799279435128846,0.30679109163416707,0.9022637021307852,0.9101570038234487,0.8947922826982012,0.3748274625256305,0.15869577177701266,0.3069348385205295,0.3068612803405958,0.8980598208452891,0.9077269612122508,0.8889218422510091,11216.845520973206
xsum,opt-1.3b,beam search top-k sampling,0.3630778650303492,0.1409811868292598,0.29139260907276804,0.2908032127068135,0.9012615908594692,0.9087643582446903,0.8941263889565187,0.37733089433733663,0.15942790261938058,0.3075077959909154,0.30740523870974856,0.8979774429960158,0.9067788835925963,0.8896793043902776,8969.183004140854
